 1,       10,   7.64, 2.3202
 1,       10,   7.64, 9.0909
 1,       10,   7.64, 10.2041
 1,       10,   7.64, 10.4167
 1,       10,   7.64, 10.4167
 1,       10,   7.64, 10.4167
 1,       10,   7.64, 10.4167
 1,       10,   7.64, 10.4167
 1,       10,   7.64, 10.4167
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       10,   7.64, 10.5263
 1,       50,   7.76, 10.1626
 1,       50,   7.76, 11.2867
 1,       50,   7.76, 11.3071
 1,       50,   7.76, 11.3071
 1,       50,   7.76, 11.3122
 1,       50,   7.76, 11.3122
 1,       50,   7.76, 11.3122
 1,       50,   7.76, 11.3173
 1,       50,   7.76, 11.3173
 1,       50,   7.76, 11.3173
 1,       50,   7.76, 11.3173
 1,       50,   7.76, 11.3225
 1,       50,   7.76, 11.3225
 1,       50,   7.76, 11.3225
 1,       50,   7.76, 11.3225
 1,       50,   7.76, 11.3740
 1,       50,   7.76, 11.3895
 1,       50,   7.76, 11.3895
 1,       50,   7.76, 11.3895
 1,       50,   7.76, 11.3895
 1,      100,   7.76, 11.0047
 1,      100,   7.76, 11.3340
 1,      100,   7.76, 11.3340
 1,      100,   7.76, 11.4090
 1,      100,   7.76, 11.4090
 1,      100,   7.76, 11.4090
 1,      100,   7.76, 11.4090
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      100,   7.76, 11.6266
 1,      250,   7.76, 11.2150
 1,      250,   7.76, 11.4278
 1,      250,   7.76, 11.4736
 1,      250,   7.76, 11.4736
 1,      250,   7.76, 11.4791
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.5241
 1,      250,   7.76, 11.6050
 1,      500,   7.76, 11.3692
 1,      500,   7.76, 11.3858
 1,      500,   7.76, 11.5108
 1,      500,   7.76, 11.5108
 1,      500,   7.76, 11.5108
 1,      500,   7.76, 11.5381
 1,      500,   7.76, 11.5381
 1,      500,   7.76, 11.5381
 1,      500,   7.76, 11.5381
 1,      500,   7.76, 11.5381
 1,      500,   7.76, 11.5483
 1,      500,   7.76, 11.5483
 1,      500,   7.76, 11.5483
 1,      500,   7.76, 11.5483
 1,      500,   7.76, 11.5483
 1,      500,   7.76, 11.5483
 1,      500,   7.76, 11.5483
 1,      500,   7.76, 11.5483
 1,      500,   7.76, 11.5483
 1,      500,   7.76, 11.5483
 1,      750,   7.76, 11.3930
 1,      750,   7.76, 11.4653
 1,      750,   7.76, 11.4734
 1,      750,   7.76, 11.4734
 1,      750,   7.76, 11.4734
 1,      750,   7.76, 11.4734
 1,      750,   7.76, 11.4734
 1,      750,   7.76, 11.4734
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,      750,   7.76, 11.4957
 1,     1000,   7.76, 11.4386
 1,     1000,   7.76, 11.4445
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     1000,   7.76, 11.5181
 1,     5000,   8.00, 11.4283
 1,     5000,   8.00, 11.4512
